2017-10-16T02:17:27.071Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/img/liyu.png :: 304 :: 2.803 ms
2017-10-16T02:17:27.358Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 1.208 ms
2017-10-16T02:17:42.894Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login/login :: 404 :: 12.779 ms
2017-10-16T02:17:47.346Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login :: 200 :: 20.584 ms
2017-10-16T02:17:47.387Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap.min.js :: 304 :: 8.673 ms
2017-10-16T02:17:47.388Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap-datetimepicker.min.js :: 304 :: 9.232 ms
2017-10-16T02:17:47.389Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css :: 304 :: 9.187 ms
2017-10-16T02:17:47.389Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap-datetimepicker.min.css :: 304 :: 8.600 ms
2017-10-16T02:17:47.399Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/img/liyu.png :: 304 :: 0.602 ms
2017-10-16T02:17:47.717Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 0.634 ms
2017-10-16T02:20:44.988Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login :: 304 :: 32.487 ms
2017-10-16T02:20:45.062Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap.min.js :: 304 :: 33.112 ms
2017-10-16T02:20:45.069Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css :: 304 :: 6.058 ms
2017-10-16T02:20:45.071Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap-datetimepicker.min.js :: 304 :: 3.325 ms
2017-10-16T02:20:45.073Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap-datetimepicker.min.css :: 304 :: 2.601 ms
2017-10-16T02:20:45.100Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/img/liyu.png :: 304 :: 0.940 ms
2017-10-16T02:20:45.259Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 0.832 ms
2017-10-16T02:20:47.445Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /signup :: 404 :: 2.141 ms
2017-10-16T02:20:49.485Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 0.490 ms
2017-10-16T02:45:34.245Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login :: 304 :: 28.356 ms
2017-10-16T02:45:34.306Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap.min.js :: 304 :: 13.785 ms
2017-10-16T02:45:34.307Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css :: 304 :: 13.777 ms
2017-10-16T02:45:34.308Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap-datetimepicker.min.css :: 304 :: 14.054 ms
2017-10-16T02:45:34.309Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap-datetimepicker.min.js :: 304 :: 14.402 ms
2017-10-16T02:45:34.356Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/img/liyu.png :: 304 :: 2.519 ms
2017-10-16T02:45:34.507Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 1.313 ms
2017-10-16T02:45:39.177Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: POST :: /login :: 200 :: 30.823 ms
2017-10-16T02:46:27.656Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login :: 200 :: 24.465 ms
2017-10-16T02:46:27.880Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 6.037 ms
2017-10-16T02:46:28.704Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login :: 304 :: 2.552 ms
2017-10-16T02:46:28.776Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap.min.js :: 304 :: 6.950 ms
2017-10-16T02:46:28.777Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css :: 304 :: 4.379 ms
2017-10-16T02:46:28.777Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap-datetimepicker.min.css :: 304 :: 3.948 ms
2017-10-16T02:46:28.778Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap-datetimepicker.min.js :: 304 :: 8.827 ms
2017-10-16T02:46:28.821Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/img/liyu.png :: 304 :: 0.977 ms
2017-10-16T02:46:28.969Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 0.535 ms
2017-10-16T02:46:33.040Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: POST :: /login :: 200 :: 30.581 ms
2017-10-16T02:48:59.742Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login :: 200 :: 26.171 ms
2017-10-16T02:49:00.014Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 5.496 ms
2017-10-16T02:49:00.557Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login :: 304 :: 1.370 ms
2017-10-16T02:49:00.601Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap.min.js :: 304 :: 3.222 ms
2017-10-16T02:49:00.602Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap-datetimepicker.min.js :: 304 :: 3.676 ms
2017-10-16T02:49:00.603Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css :: 304 :: 4.624 ms
2017-10-16T02:49:00.604Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap-datetimepicker.min.css :: 304 :: 4.668 ms
2017-10-16T02:49:00.666Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/img/liyu.png :: 304 :: 0.658 ms
2017-10-16T02:49:00.808Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 0.612 ms
2017-10-16T02:49:09.294Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: POST :: /login :: 500 :: 38.573 ms
2017-10-16T02:50:36.669Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 14.438 ms
2017-10-16T02:50:37.543Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login :: 304 :: 38.825 ms
2017-10-16T02:50:37.613Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap.min.js :: 304 :: 19.391 ms
2017-10-16T02:50:37.616Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap-datetimepicker.min.js :: 304 :: 6.991 ms
2017-10-16T02:50:37.622Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css :: 304 :: 9.244 ms
2017-10-16T02:50:37.629Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap-datetimepicker.min.css :: 304 :: 17.278 ms
2017-10-16T02:50:37.667Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/img/liyu.png :: 304 :: 0.677 ms
2017-10-16T02:50:37.918Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 0.780 ms
2017-10-16T02:50:49.939Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: POST :: /login :: 200 :: 65.377 ms
2017-10-16T02:50:55.272Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login :: 200 :: 2.781 ms
2017-10-16T02:50:55.504Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 1.732 ms
2017-10-16T02:50:57.184Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login :: 304 :: 1.798 ms
2017-10-16T02:50:57.228Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap.min.js :: 304 :: 9.612 ms
2017-10-16T02:50:57.229Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap-datetimepicker.min.js :: 304 :: 8.316 ms
2017-10-16T02:50:57.229Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css :: 304 :: 6.953 ms
2017-10-16T02:50:57.230Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap-datetimepicker.min.css :: 304 :: 6.785 ms
2017-10-16T02:50:57.279Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/img/liyu.png :: 304 :: 0.610 ms
2017-10-16T02:50:57.455Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 1.635 ms
2017-10-16T02:51:05.607Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: POST :: /login :: 302 :: 26.095 ms
2017-10-16T02:51:05.637Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: / :: 200 :: 12.835 ms
2017-10-16T02:51:05.689Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap.min.js :: 304 :: 5.581 ms
2017-10-16T02:51:05.695Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap-datetimepicker.min.js :: 304 :: 9.168 ms
2017-10-16T02:51:05.695Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css :: 304 :: 3.537 ms
2017-10-16T02:51:05.695Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap-datetimepicker.min.css :: 304 :: 3.454 ms
2017-10-16T02:51:05.758Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/img/liyu.png :: 304 :: 2.430 ms
2017-10-16T02:51:05.913Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 3.198 ms
2017-10-16T02:51:11.659Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /login :: 200 :: 1.690 ms
2017-10-16T02:51:11.896Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css.map :: 304 :: 1.416 ms
2017-10-16T02:51:19.138Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: POST :: /login :: 200 :: 8.503 ms
2017-10-16T02:51:24.403Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: POST :: /login :: 200 :: 6.592 ms
2017-10-16T02:51:37.303Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: POST :: /login :: 200 :: 3.800 ms
2017-10-16T02:54:36.828Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: POST :: /login :: 200 :: 65.131 ms
2017-10-16T02:54:36.870Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/js/bootstrap.min.js :: 304 :: 8.822 ms
2017-10-16T02:54:36.882Z :: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.100 Safari/537.36 :: ::1 :: GET :: /static/css/bootstrap.min.css :: 304 :: 7.160 ms
